index,sending_time,recv_time,inference_time
0,1744134318.754974,1744134318.7933097,0.03833580017089844
1,1744134318.7755694,1744134318.8224833,0.046913862228393555
2,1744134318.7965631,1744134318.8542936,0.05773043632507324
3,1744134318.816976,1744134318.8831713,0.06619524955749512
4,1744134318.8377419,1744134318.912203,0.07446122169494629
5,1744134318.8584836,1744134318.9417763,0.08329272270202637
6,1744134318.878799,1744134318.9714818,0.0926828384399414
7,1744134318.8994274,1744134318.998587,0.09915947914123535
8,1744134318.9204102,1744134319.0255375,0.10512733459472656
9,1744134318.9407465,1744134319.0521452,0.11139869689941406
10,1744134318.9610527,1744134319.0791678,0.11811518669128418
11,1744134318.9817643,1744134319.1058064,0.12404203414916992
12,1744134319.0028558,1744134319.1327903,0.12993454933166504
13,1744134319.023335,1744134319.1602507,0.1369156837463379
14,1744134319.0448103,1744134319.1872435,0.14243316650390625
15,1744134319.0664382,1744134319.2182324,0.1517941951751709
16,1744134319.0874493,1744134319.239343,0.15189361572265625
17,1744134319.1080627,1744134319.2659938,0.15793108940124512
18,1744134319.1285014,1744134319.2930763,0.16457486152648926
19,1744134319.1490395,1744134319.3198624,0.1708228588104248
20,1744134319.170533,1744134319.346791,0.17625808715820312
21,1744134319.2182932,1744134319.3736491,0.15535593032836914
22,1744134319.2389731,1744134319.400864,0.16189074516296387
23,1744134319.2596421,1744134319.4291937,0.16955161094665527
24,1744134319.2809083,1744134319.4580178,0.1771094799041748
25,1744134319.3013916,1744134319.4848003,0.1834087371826172
26,1744134319.3220751,1744134319.5120804,0.19000530242919922
27,1744134319.342552,1744134319.5386367,0.19608473777770996
28,1744134319.3630772,1744134319.565772,0.20269489288330078
29,1744134319.3839514,1744134319.5926347,0.20868325233459473
30,1744134319.4050727,1744134319.619576,0.21450328826904297
31,1744134319.4254136,1744134319.6459875,0.22057390213012695
32,1744134319.4463813,1744134319.6730168,0.22663545608520508
33,1744134319.4682097,1744134319.700991,0.23278117179870605
34,1744134319.4889932,1744134319.7280235,0.2390303611755371
35,1744134319.509301,1744134319.7547483,0.24544739723205566
36,1744134319.5312457,1744134319.7816985,0.25045275688171387
37,1744134319.552835,1744134319.8087766,0.25594162940979004
38,1744134319.573932,1744134319.8370643,0.26313233375549316
39,1744134319.5948405,1744134319.8636951,0.26885461807250977
40,1744134319.6151829,1744134319.8912637,0.276080846786499
41,1744134319.6357536,1744134319.9214935,0.2857398986816406
42,1744134319.6561782,1744134319.9484358,0.29225754737854004
43,1744134319.6772375,1744134319.9750075,0.29777002334594727
44,1744134319.6975846,1744134320.0019133,0.30432868003845215
45,1744134319.7182114,1744134320.0287828,0.31057143211364746
46,1744134319.7392154,1744134320.055837,0.3166215419769287
47,1744134319.7599726,1744134320.082777,0.32280445098876953
48,1744134319.7804053,1744134320.111449,0.33104372024536133
49,1744134319.8009033,1744134320.1377602,0.3368568420410156
50,1744134319.8231022,1744134320.1650677,0.3419654369354248
51,1744134319.8432946,1744134320.1914816,0.3481869697570801
52,1744134319.8637178,1744134320.2184346,0.35471677780151367
53,1744134319.8840413,1744134320.24534,0.3612987995147705
54,1744134319.9054742,1744134320.277492,0.37201786041259766
55,1744134319.92576,1744134320.2995129,0.3737528324127197
56,1744134319.9462495,1744134320.3286567,0.38240718841552734
57,1744134319.9676948,1744134320.3552563,0.387561559677124
58,1744134319.989449,1744134320.3821805,0.3927314281463623
59,1744134320.010579,1744134320.4093657,0.3987865447998047
60,1744134320.0313215,1744134320.436097,0.40477538108825684
61,1744134320.0525637,1744134320.4626534,0.41008973121643066
62,1744134320.0734441,1744134320.4901357,0.41669154167175293
63,1744134320.094266,1744134320.5181384,0.4238724708557129
64,1744134320.1149743,1744134320.5462482,0.4312739372253418
65,1744134320.1359267,1744134320.5737236,0.43779683113098145
66,1744134320.1574056,1744134320.6013548,0.44394922256469727
67,1744134320.1796553,1744134320.6277645,0.44810914993286133
68,1744134320.2000499,1744134320.6550868,0.45503687858581543
69,1744134320.2208066,1744134320.682811,0.4620044231414795
70,1744134320.2414498,1744134320.710569,0.4691190719604492
71,1744134320.2617667,1744134320.7400634,0.47829675674438477
72,1744134320.2829857,1744134320.7664876,0.4835019111633301
73,1744134320.303862,1744134320.7919052,0.48804306983947754
74,1744134320.3244953,1744134320.8188877,0.49439239501953125
75,1744134320.3449097,1744134320.8457084,0.5007987022399902
76,1744134320.3654761,1744134320.8734543,0.5079782009124756
77,1744134320.3863864,1744134320.9002526,0.5138661861419678
78,1744134320.4067209,1744134320.9272978,0.5205769538879395
79,1744134320.4286118,1744134320.958339,0.5297272205352783
80,1744134320.4502885,1744134320.9852097,0.5349211692810059
81,1744134320.470834,1744134321.0120492,0.541215181350708
82,1744134320.4912972,1744134321.0399654,0.5486681461334229
83,1744134320.511657,1744134321.0667605,0.5551035404205322
84,1744134320.532401,1744134321.094005,0.5616040229797363
85,1744134320.5535114,1744134321.121077,0.5675656795501709
86,1744134320.5741694,1744134321.1495082,0.5753388404846191
87,1744134320.5955825,1744134321.1767385,0.5811560153961182
88,1744134320.6157012,1744134321.2042112,0.5885100364685059
89,1744134320.6359577,1744134321.2312636,0.5953059196472168
90,1744134320.6562781,1744134321.2584386,0.6021604537963867
91,1744134320.6766343,1744134321.285221,0.6085867881774902
92,1744134320.6971562,1744134321.3120847,0.6149284839630127
93,1744134320.7180126,1744134321.338509,0.6204965114593506
94,1744134320.738952,1744134321.367797,0.6288449764251709
95,1744134320.7594368,1744134321.3943224,0.6348855495452881
96,1744134320.7808151,1744134321.421115,0.6402997970581055
