index,sending_time,recv_time,inference_time
0,1743766915.3021235,1743766915.3611548,0.05903124809265137
1,1743766915.302272,1743766915.3626113,0.06033921241760254
2,1743766915.302404,1743766915.3611085,0.05870461463928223
3,1743766915.3025184,1743766915.361195,0.058676719665527344
4,1743766915.3026478,1743766915.3596594,0.05701160430908203
5,1743766915.3027565,1743766915.358197,0.055440425872802734
6,1743766915.3029034,1743766915.3599408,0.057037353515625
7,1743766915.3030372,1743766915.3589475,0.055910348892211914
8,1743766915.3031461,1743766915.3617942,0.058648109436035156
9,1743766915.3032734,1743766915.362564,0.05929064750671387
10,1743766915.3582735,1743766915.385564,0.02729058265686035
11,1743766915.358992,1743766915.3967507,0.037758588790893555
12,1743766915.359697,1743766915.3931603,0.033463239669799805
13,1743766915.360006,1743766915.4034162,0.04341006278991699
14,1743766915.3612316,1743766915.4015486,0.04031705856323242
15,1743766915.361287,1743766915.4133828,0.052095651626586914
16,1743766915.361331,1743766915.4082918,0.04696083068847656
17,1743766915.3618379,1743766915.4086084,0.046770572662353516
18,1743766915.3626428,1743766915.415371,0.05272817611694336
19,1743766915.3626945,1743766915.4198928,0.057198286056518555
20,1743766915.385632,1743766915.4220343,0.036402225494384766
21,1743766915.3932047,1743766915.43369,0.040485382080078125
22,1743766915.3967912,1743766915.442222,0.045430898666381836
23,1743766915.4015927,1743766915.43826,0.0366673469543457
24,1743766915.4034586,1743766915.4427152,0.03925657272338867
25,1743766915.4083474,1743766915.449733,0.041385650634765625
26,1743766915.408649,1743766915.4435368,0.03488779067993164
27,1743766915.4134254,1743766915.4462683,0.03284287452697754
28,1743766915.4154127,1743766915.4540663,0.03865361213684082
29,1743766915.4199388,1743766915.4513547,0.03141593933105469
30,1743766915.422077,1743766915.4530046,0.030927658081054688
31,1743766915.4337327,1743766915.4743183,0.04058551788330078
32,1743766915.4383013,1743766915.4712584,0.03295707702636719
33,1743766915.4422734,1743766915.4737215,0.0314481258392334
34,1743766915.442755,1743766915.4869375,0.044182538986206055
35,1743766915.443576,1743766915.4844842,0.040908098220825195
36,1743766915.4463215,1743766915.4934678,0.04714632034301758
37,1743766915.4497736,1743766915.4907968,0.04102325439453125
38,1743766915.451394,1743766915.4898465,0.0384523868560791
39,1743766915.45305,1743766915.4935102,0.04046034812927246
40,1743766915.4541216,1743766915.491372,0.037250518798828125
41,1743766915.471315,1743766915.5052328,0.033917903900146484
42,1743766915.4737592,1743766915.5046031,0.03084397315979004
43,1743766915.474354,1743766915.5143013,0.0399472713470459
44,1743766915.4845262,1743766915.519116,0.03458976745605469
45,1743766915.4869742,1743766915.5246046,0.037630319595336914
46,1743766915.4898841,1743766915.5270417,0.037157535552978516
47,1743766915.490834,1743766915.5353835,0.04454946517944336
48,1743766915.4914088,1743766915.5320077,0.04059886932373047
49,1743766915.493539,1743766915.5313463,0.03780722618103027
50,1743766915.4935982,1743766915.5328026,0.03920435905456543
51,1743766915.504663,1743766915.5448868,0.04022383689880371
52,1743766915.505271,1743766915.5390618,0.03379082679748535
53,1743766915.5143447,1743766915.5518,0.03745532035827637
54,1743766915.5191529,1743766915.5595715,0.04041862487792969
55,1743766915.5246425,1743766915.5688593,0.04421687126159668
56,1743766915.527079,1743766915.5640192,0.03694009780883789
57,1743766915.5313864,1743766915.5664806,0.035094261169433594
58,1743766915.5320456,1743766915.5649743,0.0329287052154541
59,1743766915.5328453,1743766915.570557,0.03771185874938965
60,1743766915.5354304,1743766915.5726876,0.03725719451904297
61,1743766915.5391166,1743766915.5753007,0.036184072494506836
62,1743766915.5449288,1743766915.5836513,0.03872251510620117
63,1743766915.5518813,1743766915.5880742,0.036192893981933594
64,1743766915.5596328,1743766915.595916,0.036283254623413086
65,1743766915.5640619,1743766915.6009636,0.03690171241760254
66,1743766915.5650115,1743766915.606091,0.04107952117919922
67,1743766915.5665188,1743766915.6076102,0.0410914421081543
68,1743766915.5688968,1743766915.6139865,0.0450897216796875
69,1743766915.5705965,1743766915.6088755,0.038279056549072266
70,1743766915.5727248,1743766915.6127312,0.040006399154663086
71,1743766915.5753388,1743766915.6114063,0.03606748580932617
72,1743766915.5836895,1743766915.6164982,0.032808780670166016
73,1743766915.5881116,1743766915.624496,0.03638434410095215
74,1743766915.5960805,1743766915.6299772,0.033896684646606445
75,1743766915.6011248,1743766915.6400337,0.038908958435058594
76,1743766915.6062565,1743766915.6427279,0.03647136688232422
77,1743766915.6077738,1743766915.6514337,0.04365992546081543
78,1743766915.6090262,1743766915.6488817,0.0398554801940918
79,1743766915.61157,1743766915.650169,0.03859901428222656
80,1743766915.6129062,1743766915.6615229,0.048616647720336914
81,1743766915.6141384,1743766915.6617243,0.04758596420288086
82,1743766915.6166599,1743766915.6586962,0.04203629493713379
83,1743766915.624659,1743766915.6598983,0.035239219665527344
84,1743766915.6301398,1743766915.6673515,0.03721165657043457
85,1743766915.6402214,1743766915.6747644,0.03454303741455078
86,1743766915.6429093,1743766915.6816118,0.03870248794555664
87,1743766915.6490998,1743766915.6914613,0.04236149787902832
88,1743766915.6503632,1743766915.6879437,0.03758049011230469
89,1743766915.6516335,1743766915.6893573,0.03772377967834473
90,1743766915.6588988,1743766915.6933677,0.034468889236450195
91,1743766915.6600626,1743766915.699285,0.03922247886657715
92,1743766915.6618795,1743766915.698729,0.0368494987487793
93,1743766915.6621113,1743766915.7055905,0.043479204177856445
94,1743766915.6675303,1743766915.70368,0.03614974021911621
95,1743766915.6749487,1743766915.7074118,0.03246307373046875
96,1743766915.6818128,1743766915.7094288,0.027616024017333984
